Iteratie 2 - Start time: Mon Apr 14 12:32:26 UTC 2025
Iteratie 2 - Fase: Aanmaken - Mon Apr 14 12:32:26 UTC 2025
NAME                        CREATIONTIME
storage-service-test6       2025-04-14T12:32:30Z
web-service-test8           2025-04-14T12:32:30Z
web-service-test9           2025-04-14T12:32:30Z
storage-deployment-test7    2025-04-14T12:32:30Z
storage-deployment-test8    2025-04-14T12:32:30Z
storage-deployment-test9    2025-04-14T12:32:30Z
web-deployment-test9        2025-04-14T12:32:30Z
web-deployment-test8        2025-04-14T12:32:30Z
web-deployment-test7        2025-04-14T12:32:30Z
mail-deployment-test9       2025-04-14T12:32:30Z
mail-deployment-test8       2025-04-14T12:32:30Z
mail-deployment-test7       2025-04-14T12:32:30Z
mail-service-test6          2025-04-14T12:32:30Z
sms-service-test7           2025-04-14T12:32:30Z
sms-service-test6           2025-04-14T12:32:30Z
sms-service-test5           2025-04-14T12:32:30Z
sms-service-test4           2025-04-14T12:32:30Z
sms-service-test3           2025-04-14T12:32:30Z
sms-service-test21          2025-04-14T12:32:30Z
sms-service-test20          2025-04-14T12:32:30Z
sms-service-test8           2025-04-14T12:32:31Z
sms-service-test9           2025-04-14T12:32:31Z
storage-service-test9       2025-04-14T12:32:31Z
storage-service-test8       2025-04-14T12:32:31Z
Iteratie 2 - Fase: Wijzigen - Mon Apr 14 12:32:35 UTC 2025
Iteratie 2 - Update start: Mon Apr 14 12:32:35 UTC 2025
Iteratie 2 - All updated: Mon Apr 14 12:32:38 UTC 2025
Iteratie 2 - Fase: Verwijderen - Mon Apr 14 12:32:43 UTC 2025
Iteratie 2 - Alle resources verwijderd: Mon Apr 14 12:33:12 UTC 2025
