Iteratie 3 - Start time: Mon Apr 14 12:33:42 UTC 2025
Iteratie 3 - Fase: Aanmaken - Mon Apr 14 12:33:42 UTC 2025
NAME                        CREATIONTIME
mail-deployment-test16      2025-04-14T12:33:44Z
sms-service-test12          2025-04-14T12:33:44Z
mail-service-test19         2025-04-14T12:33:45Z
storage-deployment-test20   2025-04-14T12:33:45Z
mail-deployment-test20      2025-04-14T12:33:45Z
sms-deployment-test16       2025-04-14T12:33:45Z
sms-deployment-test17       2025-04-14T12:33:45Z
sms-deployment-test18       2025-04-14T12:33:45Z
sms-deployment-test19       2025-04-14T12:33:45Z
sms-deployment-test2        2025-04-14T12:33:45Z
sms-deployment-test20       2025-04-14T12:33:45Z
web-deployment-test20       2025-04-14T12:33:45Z
web-deployment-test2        2025-04-14T12:33:45Z
web-deployment-test19       2025-04-14T12:33:45Z
mail-service-test15         2025-04-14T12:33:45Z
mail-service-test16         2025-04-14T12:33:45Z
mail-service-test17         2025-04-14T12:33:45Z
mail-service-test18         2025-04-14T12:33:45Z
web-deployment-test18       2025-04-14T12:33:45Z
mail-service-test2          2025-04-14T12:33:45Z
web-service-test2           2025-04-14T12:33:45Z
web-service-test19          2025-04-14T12:33:45Z
web-service-test18          2025-04-14T12:33:45Z
web-service-test17          2025-04-14T12:33:45Z
web-service-test16          2025-04-14T12:33:45Z
web-service-test15          2025-04-14T12:33:45Z
storage-deployment-test15   2025-04-14T12:33:45Z
storage-deployment-test16   2025-04-14T12:33:45Z
storage-deployment-test17   2025-04-14T12:33:45Z
web-deployment-test16       2025-04-14T12:33:45Z
storage-deployment-test18   2025-04-14T12:33:45Z
storage-service-test2       2025-04-14T12:33:45Z
storage-service-test19      2025-04-14T12:33:45Z
storage-service-test16      2025-04-14T12:33:45Z
storage-service-test15      2025-04-14T12:33:45Z
sms-service-test15          2025-04-14T12:33:45Z
sms-service-test16          2025-04-14T12:33:45Z
sms-service-test17          2025-04-14T12:33:45Z
sms-service-test18          2025-04-14T12:33:45Z
sms-service-test19          2025-04-14T12:33:45Z
sms-service-test2           2025-04-14T12:33:45Z
storage-deployment-test19   2025-04-14T12:33:45Z
storage-deployment-test2    2025-04-14T12:33:45Z
web-service-test21          2025-04-14T12:33:46Z
mail-service-test5          2025-04-14T12:33:46Z
sms-service-test5           2025-04-14T12:33:46Z
sms-service-test6           2025-04-14T12:33:46Z
web-deployment-test6        2025-04-14T12:33:46Z
mail-deployment-test21      2025-04-14T12:33:46Z
mail-deployment-test3       2025-04-14T12:33:46Z
storage-deployment-test4    2025-04-14T12:33:46Z
storage-deployment-test3    2025-04-14T12:33:46Z
storage-deployment-test21   2025-04-14T12:33:46Z
sms-service-test3           2025-04-14T12:33:46Z
sms-service-test21          2025-04-14T12:33:46Z
sms-service-test20          2025-04-14T12:33:46Z
storage-deployment-test5    2025-04-14T12:33:46Z
storage-deployment-test6    2025-04-14T12:33:46Z
storage-service-test17      2025-04-14T12:33:46Z
storage-service-test18      2025-04-14T12:33:46Z
storage-deployment-test7    2025-04-14T12:33:46Z
mail-deployment-test4       2025-04-14T12:33:46Z
storage-service-test20      2025-04-14T12:33:46Z
storage-service-test21      2025-04-14T12:33:46Z
storage-service-test3       2025-04-14T12:33:46Z
storage-service-test4       2025-04-14T12:33:46Z
storage-service-test5       2025-04-14T12:33:46Z
web-deployment-test7        2025-04-14T12:33:46Z
web-deployment-test4        2025-04-14T12:33:46Z
web-deployment-test3        2025-04-14T12:33:46Z
web-deployment-test21       2025-04-14T12:33:46Z
mail-deployment-test5       2025-04-14T12:33:46Z
mail-deployment-test6       2025-04-14T12:33:46Z
mail-deployment-test7       2025-04-14T12:33:46Z
mail-service-test7          2025-04-14T12:33:46Z
mail-deployment-test8       2025-04-14T12:33:46Z
sms-deployment-test21       2025-04-14T12:33:46Z
mail-service-test6          2025-04-14T12:33:46Z
sms-service-test4           2025-04-14T12:33:46Z
mail-service-test4          2025-04-14T12:33:46Z
mail-service-test3          2025-04-14T12:33:46Z
mail-service-test21         2025-04-14T12:33:46Z
mail-service-test20         2025-04-14T12:33:46Z
web-service-test20          2025-04-14T12:33:46Z
web-deployment-test5        2025-04-14T12:33:46Z
web-service-test3           2025-04-14T12:33:46Z
web-service-test4           2025-04-14T12:33:46Z
web-service-test5           2025-04-14T12:33:46Z
web-service-test6           2025-04-14T12:33:46Z
sms-deployment-test3        2025-04-14T12:33:46Z
sms-deployment-test4        2025-04-14T12:33:46Z
sms-deployment-test5        2025-04-14T12:33:46Z
sms-deployment-test6        2025-04-14T12:33:46Z
sms-deployment-test7        2025-04-14T12:33:46Z
storage-deployment-test9    2025-04-14T12:33:47Z
sms-service-test7           2025-04-14T12:33:47Z
mail-deployment-test9       2025-04-14T12:33:47Z
web-service-test7           2025-04-14T12:33:47Z
sms-deployment-test8        2025-04-14T12:33:47Z
sms-deployment-test9        2025-04-14T12:33:47Z
mail-service-test8          2025-04-14T12:33:47Z
mail-service-test9          2025-04-14T12:33:47Z
web-service-test8           2025-04-14T12:33:47Z
web-service-test9           2025-04-14T12:33:47Z
storage-service-test7       2025-04-14T12:33:47Z
storage-service-test8       2025-04-14T12:33:47Z
web-deployment-test9        2025-04-14T12:33:47Z
web-deployment-test8        2025-04-14T12:33:47Z
storage-service-test6       2025-04-14T12:33:47Z
storage-deployment-test8    2025-04-14T12:33:47Z
sms-service-test9           2025-04-14T12:33:47Z
sms-service-test8           2025-04-14T12:33:47Z
storage-service-test9       2025-04-14T12:33:47Z
Iteratie 3 - Fase: Wijzigen - Mon Apr 14 12:33:51 UTC 2025
Iteratie 3 - Update start: Mon Apr 14 12:33:51 UTC 2025
Iteratie 3 - All updated: Mon Apr 14 12:33:54 UTC 2025
Iteratie 3 - Fase: Verwijderen - Mon Apr 14 12:33:59 UTC 2025
Iteratie 3 - Alle resources verwijderd: Mon Apr 14 12:34:28 UTC 2025
