"Time","python-controller"
2025-04-14 11:43:10,0
2025-04-14 11:43:20,0
2025-04-14 11:43:30,0
2025-04-14 11:43:40,0
2025-04-14 11:43:50,0
2025-04-14 11:44:00,0
2025-04-14 11:44:10,0
2025-04-14 11:44:20,0
2025-04-14 11:44:30,0
2025-04-14 11:44:40,0
2025-04-14 11:44:50,0
2025-04-14 11:45:00,0
2025-04-14 11:45:10,0
2025-04-14 11:45:20,0
2025-04-14 11:45:30,0
2025-04-14 11:45:40,0
2025-04-14 11:45:50,0
2025-04-14 11:46:00,0
2025-04-14 11:46:10,0
2025-04-14 11:46:20,0
2025-04-14 11:46:30,0
2025-04-14 11:46:40,0
2025-04-14 11:46:50,0
2025-04-14 11:47:00,0
2025-04-14 11:47:10,0
2025-04-14 11:47:20,0
2025-04-14 11:47:30,0
2025-04-14 11:47:40,0
2025-04-14 11:47:50,0
2025-04-14 11:48:00,0
2025-04-14 11:48:10,0
2025-04-14 11:48:20,0
2025-04-14 11:48:30,0
2025-04-14 11:48:40,0
2025-04-14 11:48:50,0
2025-04-14 11:49:00,0
2025-04-14 11:49:10,0
2025-04-14 11:49:20,0
2025-04-14 11:49:30,0
2025-04-14 11:49:40,0
2025-04-14 11:49:50,0
2025-04-14 11:50:00,0
2025-04-14 11:50:10,0
2025-04-14 11:50:20,0
2025-04-14 11:50:30,0
2025-04-14 11:50:40,0
2025-04-14 11:50:50,0
2025-04-14 11:51:00,0
2025-04-14 11:51:10,0
2025-04-14 11:51:20,0
2025-04-14 11:51:30,0
2025-04-14 11:51:40,0
2025-04-14 11:51:50,0
2025-04-14 11:52:00,0
2025-04-14 11:52:10,0
2025-04-14 11:52:20,0
2025-04-14 11:52:30,0
2025-04-14 11:52:40,0
2025-04-14 11:52:50,0
2025-04-14 11:53:00,0
2025-04-14 11:53:10,0
2025-04-14 11:53:20,0
2025-04-14 11:53:30,0
2025-04-14 11:53:40,0
2025-04-14 11:53:50,0
2025-04-14 11:54:00,0
2025-04-14 11:54:10,0
2025-04-14 11:54:20,0
2025-04-14 11:54:30,0
2025-04-14 11:54:40,0
2025-04-14 11:54:50,0
2025-04-14 11:55:00,0
2025-04-14 11:55:10,0
2025-04-14 11:55:20,0
2025-04-14 11:55:30,0
2025-04-14 11:55:40,0
2025-04-14 11:55:50,0
2025-04-14 11:56:00,0
2025-04-14 11:56:10,0
2025-04-14 11:56:20,0
2025-04-14 11:56:30,0
2025-04-14 11:56:40,0
2025-04-14 11:56:50,0
2025-04-14 11:57:00,0
2025-04-14 11:57:10,0
2025-04-14 11:57:20,0
2025-04-14 11:57:30,0
2025-04-14 11:57:40,0
2025-04-14 11:57:50,0
2025-04-14 11:58:00,0
2025-04-14 11:58:10,0
2025-04-14 11:58:20,0
2025-04-14 11:58:30,0
2025-04-14 11:58:40,0
2025-04-14 11:58:50,0
2025-04-14 11:59:00,0
2025-04-14 11:59:10,0
2025-04-14 11:59:20,0
2025-04-14 11:59:30,0
2025-04-14 11:59:40,0
2025-04-14 11:59:50,0
2025-04-14 12:00:00,0
2025-04-14 12:00:10,0
2025-04-14 12:00:20,0
2025-04-14 12:00:30,0
2025-04-14 12:00:40,0
2025-04-14 12:00:50,0
2025-04-14 12:01:00,0
2025-04-14 12:01:10,0
2025-04-14 12:01:20,0
2025-04-14 12:01:30,0
2025-04-14 12:01:40,0
2025-04-14 12:01:50,0
2025-04-14 12:02:00,0
2025-04-14 12:02:10,0
2025-04-14 12:02:20,0
2025-04-14 12:02:30,0
2025-04-14 12:02:40,0
2025-04-14 12:02:50,0
2025-04-14 12:03:00,0
2025-04-14 12:03:10,0
2025-04-14 12:03:20,0.0000100
2025-04-14 12:03:30,0.0000100
2025-04-14 12:03:40,0.0000100
2025-04-14 12:03:50,0
2025-04-14 12:04:00,0
2025-04-14 12:04:10,0
2025-04-14 12:04:20,0
2025-04-14 12:04:30,0
2025-04-14 12:04:40,0
2025-04-14 12:04:50,0
2025-04-14 12:05:00,0
2025-04-14 12:05:10,0
2025-04-14 12:05:20,0
2025-04-14 12:05:30,0
2025-04-14 12:05:40,0
2025-04-14 12:05:50,0
2025-04-14 12:06:00,0
2025-04-14 12:06:10,0
2025-04-14 12:06:20,0
2025-04-14 12:06:30,0
2025-04-14 12:06:40,0
2025-04-14 12:06:50,0
2025-04-14 12:07:00,0
2025-04-14 12:07:10,0
2025-04-14 12:07:20,0
2025-04-14 12:07:30,0
2025-04-14 12:07:40,0
2025-04-14 12:07:50,0
2025-04-14 12:08:00,0
2025-04-14 12:08:10,0
2025-04-14 12:08:20,0
2025-04-14 12:08:30,0
2025-04-14 12:08:40,0
2025-04-14 12:08:50,0
2025-04-14 12:09:00,0
2025-04-14 12:09:10,0
2025-04-14 12:09:20,0
2025-04-14 12:09:30,0
2025-04-14 12:09:40,0
2025-04-14 12:09:50,0
2025-04-14 12:10:00,0
2025-04-14 12:10:10,0
2025-04-14 12:10:20,0
2025-04-14 12:10:30,0
2025-04-14 12:10:40,0
2025-04-14 12:10:50,0
2025-04-14 12:11:00,0
2025-04-14 12:11:10,0
2025-04-14 12:11:20,0
2025-04-14 12:11:30,0
2025-04-14 12:11:40,0
2025-04-14 12:11:50,0
2025-04-14 12:12:00,0
2025-04-14 12:12:10,0
2025-04-14 12:12:20,0
2025-04-14 12:12:30,0
2025-04-14 12:12:40,0
2025-04-14 12:12:50,0
2025-04-14 12:13:00,0
2025-04-14 12:13:10,0
2025-04-14 12:13:20,0
2025-04-14 12:13:30,0
2025-04-14 12:13:40,0
