Iteratie 3 - Start time: Mon Apr 14 14:37:06 UTC 2025
Iteratie 3 - Fase: Aanmaken - Mon Apr 14 14:37:06 UTC 2025
NAME                        CREATIONTIME
mail-service-test18         2025-04-14T14:37:08Z
storage-service-test18      2025-04-14T14:37:08Z
storage-service-test17      2025-04-14T14:37:08Z
storage-service-test16      2025-04-14T14:37:08Z
storage-service-test15      2025-04-14T14:37:08Z
storage-service-test14      2025-04-14T14:37:08Z
storage-deployment-test15   2025-04-14T14:37:08Z
sms-service-test19          2025-04-14T14:37:08Z
sms-service-test18          2025-04-14T14:37:08Z
sms-service-test17          2025-04-14T14:37:08Z
sms-service-test16          2025-04-14T14:37:08Z
sms-service-test15          2025-04-14T14:37:08Z
sms-service-test14          2025-04-14T14:37:08Z
storage-deployment-test19   2025-04-14T14:37:08Z
storage-deployment-test18   2025-04-14T14:37:08Z
storage-deployment-test17   2025-04-14T14:37:08Z
mail-service-test21         2025-04-14T14:37:09Z
sms-deployment-test2        2025-04-14T14:37:09Z
web-deployment-test2        2025-04-14T14:37:09Z
web-deployment-test20       2025-04-14T14:37:09Z
web-deployment-test21       2025-04-14T14:37:09Z
web-deployment-test3        2025-04-14T14:37:09Z
mail-service-test5          2025-04-14T14:37:09Z
sms-service-test2           2025-04-14T14:37:09Z
sms-service-test20          2025-04-14T14:37:09Z
sms-service-test21          2025-04-14T14:37:09Z
sms-service-test3           2025-04-14T14:37:09Z
sms-service-test4           2025-04-14T14:37:09Z
sms-service-test5           2025-04-14T14:37:09Z
mail-deployment-test2       2025-04-14T14:37:09Z
mail-deployment-test20      2025-04-14T14:37:09Z
mail-deployment-test21      2025-04-14T14:37:09Z
mail-deployment-test3       2025-04-14T14:37:09Z
mail-service-test4          2025-04-14T14:37:09Z
mail-deployment-test4       2025-04-14T14:37:09Z
web-deployment-test4        2025-04-14T14:37:09Z
web-deployment-test5        2025-04-14T14:37:09Z
mail-deployment-test5       2025-04-14T14:37:09Z
mail-service-test3          2025-04-14T14:37:09Z
web-service-test2           2025-04-14T14:37:09Z
mail-service-test20         2025-04-14T14:37:09Z
mail-service-test2          2025-04-14T14:37:09Z
storage-deployment-test20   2025-04-14T14:37:09Z
storage-deployment-test21   2025-04-14T14:37:09Z
storage-service-test2       2025-04-14T14:37:09Z
storage-service-test20      2025-04-14T14:37:09Z
storage-service-test21      2025-04-14T14:37:09Z
storage-service-test3       2025-04-14T14:37:09Z
storage-service-test4       2025-04-14T14:37:09Z
storage-service-test5       2025-04-14T14:37:09Z
sms-deployment-test20       2025-04-14T14:37:09Z
sms-deployment-test21       2025-04-14T14:37:09Z
sms-deployment-test3        2025-04-14T14:37:09Z
sms-deployment-test4        2025-04-14T14:37:09Z
web-service-test5           2025-04-14T14:37:09Z
storage-deployment-test2    2025-04-14T14:37:09Z
web-service-test4           2025-04-14T14:37:09Z
web-service-test3           2025-04-14T14:37:09Z
sms-deployment-test5        2025-04-14T14:37:09Z
storage-deployment-test3    2025-04-14T14:37:09Z
storage-deployment-test4    2025-04-14T14:37:09Z
storage-deployment-test5    2025-04-14T14:37:09Z
web-service-test21          2025-04-14T14:37:09Z
web-service-test20          2025-04-14T14:37:09Z
mail-deployment-test8       2025-04-14T14:37:10Z
web-deployment-test9        2025-04-14T14:37:10Z
storage-deployment-test7    2025-04-14T14:37:10Z
storage-deployment-test6    2025-04-14T14:37:10Z
mail-deployment-test6       2025-04-14T14:37:10Z
mail-deployment-test7       2025-04-14T14:37:10Z
mail-deployment-test9       2025-04-14T14:37:10Z
web-service-test6           2025-04-14T14:37:10Z
web-service-test7           2025-04-14T14:37:10Z
web-service-test8           2025-04-14T14:37:10Z
web-service-test9           2025-04-14T14:37:10Z
storage-service-test9       2025-04-14T14:37:10Z
storage-service-test8       2025-04-14T14:37:10Z
storage-service-test7       2025-04-14T14:37:10Z
storage-service-test6       2025-04-14T14:37:10Z
storage-deployment-test9    2025-04-14T14:37:10Z
sms-deployment-test6        2025-04-14T14:37:10Z
web-deployment-test8        2025-04-14T14:37:10Z
web-deployment-test7        2025-04-14T14:37:10Z
web-deployment-test6        2025-04-14T14:37:10Z
sms-deployment-test7        2025-04-14T14:37:10Z
sms-deployment-test8        2025-04-14T14:37:10Z
sms-deployment-test9        2025-04-14T14:37:10Z
sms-service-test9           2025-04-14T14:37:10Z
sms-service-test8           2025-04-14T14:37:10Z
sms-service-test7           2025-04-14T14:37:10Z
sms-service-test6           2025-04-14T14:37:10Z
mail-service-test6          2025-04-14T14:37:10Z
mail-service-test7          2025-04-14T14:37:10Z
mail-service-test8          2025-04-14T14:37:10Z
mail-service-test9          2025-04-14T14:37:10Z
storage-deployment-test8    2025-04-14T14:37:10Z
Iteratie 3 - Fase: Wijzigen - Mon Apr 14 14:37:15 UTC 2025
Iteratie 3 - Update start: Mon Apr 14 14:37:15 UTC 2025
Iteratie 3 - All updated: Mon Apr 14 14:37:18 UTC 2025
Iteratie 3 - Fase: Verwijderen - Mon Apr 14 14:37:23 UTC 2025
Iteratie 3 - Alle resources verwijderd: Mon Apr 14 14:37:52 UTC 2025
